,eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,test_set,train_set
0,3.0713882446289062,26.3583,7.4579,23.2298,25.384,18.15,9.8402,10.162,1.321,2.0,wel,std-dia
