,eval_loss,eval_acc,eval_runtime,eval_samples_per_second,eval_steps_per_second,test_set
0,0.6931280493736267,0.4990859232175503,1.2858,850.846,27.221,std-dia
1,0.6931143403053284,0.5073126142595978,1.3573,805.985,25.786,aus
2,0.6931383609771729,0.5173674588665448,1.2361,885.038,28.315,nig
3,0.6930997967720032,0.5228519195612431,1.3597,804.572,25.74,wel
4,0.693126380443573,0.5283363802559415,1.3816,791.833,25.333,col
5,0.6931543946266174,0.4954296160877514,1.2627,866.366,27.717,hon
