,eval_loss,eval_acc,eval_runtime,eval_samples_per_second,eval_steps_per_second,test_set
0,0.6931348443031311,0.5210237659963437,1.292,846.72,27.089,std-dia
1,0.6931552290916443,0.49177330895795246,1.3082,836.28,26.755,aus
2,0.6931395530700684,0.5118829981718465,1.2359,885.198,28.32,nig
3,0.6931477189064026,0.489945155393053,1.3502,810.24,25.922,wel
4,0.6931527256965637,0.4954296160877514,1.3957,783.845,25.077,col
5,0.6931425929069519,0.5045703839122486,1.2675,863.121,27.614,hon
