,eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,test_set,train_set
0,3.134763479232788,26.0123,7.1826,22.6307,24.7871,18.05,10.084,9.917,1.289,2.0,hon,std-dia
