,eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_gen_len,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,test_set,train_set
0,2.7641758918762207,26.3978,7.2977,23.2476,25.3773,18.3,9.8517,10.151,1.32,2.0,hon,hon
