,eval_loss,eval_acc,eval_runtime,eval_samples_per_second,eval_steps_per_second,test_set
0,0.6931112408638,0.5356489945155393,1.2853,851.158,27.231,std-dia
1,0.6931173801422119,0.5255941499085923,1.3441,813.906,26.039,aus
2,0.6931150555610657,0.5173674588665448,1.2429,880.186,28.16,nig
3,0.6931175589561462,0.5210237659963437,1.3548,807.525,25.835,wel
4,0.6931416988372803,0.5009140767824497,1.3841,790.389,25.287,col
5,0.693128764629364,0.4926873857404022,1.27,861.442,27.56,hon
